"Id","Material","Title","Genre","Department","Subject","Language","Publisher","Author","Year","Isbn Code"
"1633","Books","Elements in Energy Economics","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mechanical/Industrial & Production Engineering- RDS","Energy Technology","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN069"
"1632","Books","Electrochemistry and Corrosion Science","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Physical Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN137"
"1631","Books","Electro Analytical Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Electro Analytical Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN136"
"1630","Books","Mechanical Vibrations","Engineering and Technology","Mechanical Engineering","Mechanical Vibrations","English","Sanguine Publishers","Srinath M K","2017","978 9383506 48-4"
"1629","Books","Modern Control Engineering","Engineering and Technology","Electrical Engineering","Control Systems","English","Sanguine Publishers","Dr. K P Mohandas","2016","978 9383506 51-4"
"1628","Books","Additional Mathematics -I","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mathematics","English","Sanguine Publishers","Pandurangappa C","2019","9789383506668"
"1627","Books","Ecosystems and Integrated Water Resources","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN070"
"1626","Books","Dynamics of Industrial Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Industrial Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN135"
"1625","Books","Deep Hydrotreating Applications","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Production Operations","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN069"
"1624","Books","Culture and Politics of Sustainable Water Management","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN069"
"1623","Books","Civil Engineering Handbook","Engineering and Technology","Civil, Structural & Construction Engineering","Introduction to Civil and Architecture","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN068"
"1622","Books","Chromatographic Separations Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Analytical Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN134"
"1621","Books","Chemical Reaction Dynamics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Physical Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN0130"
"1620","Books","Chemical Process Technology","Engineering and Technology","Chemical Engineering","Chemical Process Technology","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN067"
"1619","Books","Chemical Engineer's Handbook-Fundamentals and Applications","Engineering and Technology","Chemical Engineering","Chemical Process Technology","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN066"
"1618","Books","Characterization Techniques in Catalysts","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Production Operations","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN065"
"1617","Books","Characterization and Application of Catalysis in Petroleum Industry","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Production Operations","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN064"
"1616","Books","Characterisation and Metal Complexation Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Inorganic Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN0127"
"1615","Books","Challenges of International Water Resource Management","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN063"
"1614","Books","Centrifugal Pumps Design & Application","Engineering and Technology","Mechanical Engineering","Pumps, Compressors and Fans","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN062"
"1613","Books","Boiler Operation Engineering-Principles, Practices and Applications","Engineering and Technology","Mechanical Engineering","Boiler Egineering","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN061"
"1612","Books","Bioinorganic Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Organic Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN129"
"1611","Books","Biofertilizer Technology","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Agriculture & Horticulture-RDS","Fungal Biotechnology in Agricultural food","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN060"
"1610","Books","Basics of Physical Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Physical Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN122"
"1609","Books","Basics of Petrochemical Engineering","Engineering and Technology","Chemical Engineering","Petrochemical Engineering","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN127"
"1608","Books","বিবিধ সাধারণ জ্ঞান ( Miscellaneous GK)","Bangla Books","WBPSC Entrance Exam Books","Miscellaneous & G.K.","Bangla","Manik Das","Manik Das","2020","BO01MDA005"
"1607","Books","Basics of Organic Reaction Mechanics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Organic Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN128"
"1606","Books","Basics of Nuclear Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Nuclear Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN125"
"1605","Books","Applied Time Series, Forecasting and Regression-Analysis","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mathematics & Statistics - RDS","Time Series Analysis","English","Vinra Publishing","VinRa's Reference Series","2012","SC01VIN124"
"1604","Books","Applied Genetics-Trends and Techniques","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Zoology","Applied Zoology","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN0126"
"1603","Books","Applied Gas Kinetics and Gas Dynamics-Advances and Applications","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Chemistry-RDS","Gas Dynamics","English","Vinra Publishers","VinRa's Reference Series","2012","RD01VIN229"
"1602","Books","Applied Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Graduate/ College Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN121"
"1601","Books","Applications of Catalysis in Refining Industry","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Refining Technology","English","Vinra Publishers","Vinra's Referene Series","2012","EN01VIN050"
"1600","Books","Application of Surface in Biochemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Organic Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN120"
"1599","Books","Advances of Cement and Concrete Technology","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Concrete Technology","English","Vinra Publishers","Vinra's Referene Series","2012","RD01VIN228"
"1598","Books","Advances in Water Works Engineering Planning, Design and operations","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishers","Vinra Reference  Series","2012","RD01VIN227"
"1597","Books","Advances in Thermodynamics","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Physics-RDS","Advances in Thermodynamics","English","Vinra Publishers","Vinra Reference  Series","212","RD01VIN226"
"1596","Books","Advances in Quantum Mechanic","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Physics-RDS","Advances in Quantum Mechanic","English","Vinra Publishers","Vinra Reference  Series","2012","RD01VIN225"
"1595","Books","Advances in Petroleum Physics","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Geology, Earth Science, Oceanography, Mineralogy and Mining- RDS","Petroleum Formation Evaluation","English","Vinra Publishing","Vinra Reference Series","2012","RD01VIN224"
"1594","Books","Advances in Measure Theory and Real Analysis Theory, Research and Applications","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mathematics & Statistics - RDS","Advances in Measure Theory and Real Analysis","English","Vinra Publishers","Vinra Reference  Series","2012","RD01VIN223"
"1593","Books","Advances in Foundaion and Earthquake Geotechnical Engineering shortcut","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Advances in Earthquake Engineering","English","Vinra Publishing","Vinra Reference Series","2012","RD01VIN222"
"1592","Books","Advances in Fatigue, Fracture and High Temperature Design Methods in Pressure Vessels and Piping","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mechanical/Industrial & Production Engineering- RDS","Power Plant Engineering","English","Vinra Publishing","Vinra Reference Series","2012","RD01VIN221"
"1591","Books","Advances in Dynamics of Structures and Materials","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Industrial Waste Management","English","Vinra Publishing","Vinra Reference  Series","2012","RD01VIN220"
"1590","Books","Advances in Classical Mechanics","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Physics-RDS","Advances in Classical Mechanics","English","Vinra Publishers","Vinra Reference  Series","2012","RD01VIN219"
"1589","Books","Advances in Chromatographic and Electrophoretic Techniques","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Chemistry-RDS","Physical Chemistry","English","Vinra Publishers","Vinra Reference  Series","2012","RD01VIN218"
"1588","Books","Advanced Geochemistry","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Chemistry-RDS","Advanced Geochemistry","English","Vinra Publishers","Vinra Reference  Series","2012","RD01VIN217"
"1587","Books","Advanced Bioorganic Chemistry","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Chemistry-RDS","Advanced Bioorganic Chemistry","English","Vinra Publishers","Vinra Reference  Series","2014","RD01VIN216"
"1586","Books","Absorption and Stripping Methods and Applications in Petrochemicals","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Chemical Technology-RDS","Applications in Petrochemicals","English","Vinra Publishers","Vinra Reference  Series","2014","RD01VIN215"
